Date,State,City,Confirmed,Deaths,Recovered,Estimated Population,City Ibge Code,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est,Confirmed Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-04-06,RS,São Lourenço Do Sul,1,0,0,43582,4318804,0,1,,,,,,,,,,,,,,,0.0,,22.95,0.0,0.0,0.0,22.95
2020-04-07,RS,São Lourenço Do Sul,1,0,0,43582,4318804,0,1,,,,,,,,,,,,,,,0.0,,22.95,0.0,0.0,0.0,22.95
2020-04-08,RS,São Lourenço Do Sul,1,0,0,43582,4318804,0,1,,,,,,,,,,,,,,,0.0,,22.95,0.0,0.0,0.0,22.95
2020-04-09,RS,São Lourenço Do Sul,1,0,0,43582,4318804,0,1,0.0,,,,,,,,,,,,,,0.0,,22.95,0.0,0.0,0.0,22.95
2020-04-10,RS,São Lourenço Do Sul,1,0,0,43582,4318804,0,1,0.0,,,,,,,,,,,,,,0.0,,22.95,0.0,0.0,0.0,22.95
2020-04-11,RS,São Lourenço Do Sul,1,0,0,43582,4318804,0,1,0.0,,,,,,,,,,,,,,0.0,,22.95,0.0,0.0,0.0,22.95
2020-04-12,RS,São Lourenço Do Sul,1,0,0,43582,4318804,0,1,0.0,,,,,,,,,,,,,,0.0,,22.95,0.0,0.0,0.0,22.95
2020-04-13,RS,São Lourenço Do Sul,1,0,0,43582,4318804,0,1,0.0,,,,,,,,,,,,,,0.0,,22.95,0.0,0.0,0.0,22.95
2020-04-14,RS,São Lourenço Do Sul,1,0,0,43582,4318804,0,1,0.0,,,,,,,,,,,,,,0.0,,22.95,0.0,0.0,0.0,22.95
2020-04-15,RS,São Lourenço Do Sul,1,0,0,43582,4318804,0,1,0.0,,,,,,,,,,,,,,0.0,,22.95,0.0,0.0,0.0,22.95
