Country,Date,Latitude,Longitude,Estimated Population,Total Tests,Test Kind,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est,Confirmed Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi,Tests Per Confirmed,Tests Per 1Mi
Croatia,2020-01-22,45.1,15.2,4047622,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0493,0.0,0.0,0.0,0.0,0.0,,
Croatia,2020-01-23,45.1,15.2,4047622,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0493,0.0,0.0,0.0,0.0,0.0,,
Croatia,2020-01-24,45.1,15.2,4047622,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0493,0.0,0.0,0.0,0.0,0.0,,
Croatia,2020-01-25,45.1,15.2,4047622,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0493,0.0,0.0,0.0,0.0,0.0,,
Croatia,2020-01-26,45.1,15.2,4047622,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0493,0.0,0.0,0.0,0.0,0.0,,
Croatia,2020-01-27,45.1,15.2,4047622,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0493,0.0,0.0,0.0,0.0,0.0,,
Croatia,2020-01-28,45.1,15.2,4047622,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0493,0.0,0.0,0.0,0.0,0.0,,
Croatia,2020-01-29,45.1,15.2,4047622,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0493,0.0,0.0,0.0,0.0,0.0,,
Croatia,2020-01-30,45.1,15.2,4047622,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0493,0.0,0.0,0.0,0.0,0.0,,
Croatia,2020-01-31,45.1,15.2,4047622,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0493,0.0,0.0,0.0,0.0,0.0,,
Croatia,2020-02-01,45.1,15.2,4047622,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0493,0.0,0.0,0.0,0.0,0.0,,
Croatia,2020-02-02,45.1,15.2,4047622,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0493,0.0,0.0,0.0,0.0,0.0,,
Croatia,2020-02-03,45.1,15.2,4047622,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0493,0.0,0.0,0.0,0.0,0.0,,
Croatia,2020-02-04,45.1,15.2,4047622,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0493,0.0,0.0,0.0,0.0,0.0,,
