Country,Date,Latitude,Longitude,Estimated Population,Total Tests,Test Kind,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est,Confirmed Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi,Tests Per Confirmed,Tests Per 1Mi
Saint Lucia,2020-01-22,13.91,-60.9789,,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.034,,,,,,,
Saint Lucia,2020-01-23,13.91,-60.9789,,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.034,,,,,,,
Saint Lucia,2020-01-24,13.91,-60.9789,,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.034,,,,,,,
Saint Lucia,2020-01-25,13.91,-60.9789,,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.034,,,,,,,
Saint Lucia,2020-01-26,13.91,-60.9789,,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.034,,,,,,,
Saint Lucia,2020-01-27,13.91,-60.9789,,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.034,,,,,,,
Saint Lucia,2020-01-28,13.91,-60.9789,,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.034,,,,,,,
Saint Lucia,2020-01-29,13.91,-60.9789,,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.034,,,,,,,
Saint Lucia,2020-01-30,13.91,-60.9789,,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.034,,,,,,,
Saint Lucia,2020-01-31,13.91,-60.9789,,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.034,,,,,,,
Saint Lucia,2020-02-01,13.91,-60.9789,,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.034,,,,,,,
Saint Lucia,2020-02-02,13.91,-60.9789,,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.034,,,,,,,
Saint Lucia,2020-02-03,13.91,-60.9789,,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.034,,,,,,,
Saint Lucia,2020-02-04,13.91,-60.9789,,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.034,,,,,,,
Saint Lucia,2020-02-05,13.91,-60.9789,,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.034,,,,,,,
Saint Lucia,2020-02-06,13.91,-60.9789,,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.034,,,,,,,
Saint Lucia,2020-02-07,13.91,-60.9789,,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.034,,,,,,,
Saint Lucia,2020-02-08,13.91,-60.9789,,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.034,,,,,,,
Saint Lucia,2020-02-09,13.91,-60.9789,,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.034,,,,,,,
Saint Lucia,2020-02-10,13.91,-60.9789,,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.034,,,,,,,
