Date,Confirmed,Exposed,Active,Recovered,Deaths,Diff Exposed,Diff Active,Diff Recovered,Diff Deaths
2020-05-05,4,0,4,0,0,1,0,0,0
2020-05-06,4,1,4,0,0,0,0,0,0
2020-05-07,4,1,4,0,0,0,0,0,0
2020-05-08,4,2,4,0,0,0,0,0,0
2020-05-09,5,2,5,0,0,0,1,0,0
2020-05-10,5,2,5,0,0,0,1,0,0
2020-05-11,6,2,6,0,0,0,1,0,0
2020-05-12,7,3,7,0,0,0,1,0,0
2020-05-13,7,3,7,0,0,0,1,0,0
2020-05-14,8,3,8,0,0,0,1,0,0
2020-05-15,9,4,9,0,0,0,1,0,0
2020-05-16,10,4,10,0,0,0,1,0,0
2020-05-17,12,5,12,0,0,1,1,0,0
2020-05-18,13,5,13,0,0,1,2,0,0
2020-05-19,15,6,15,0,0,1,2,0,0
2020-05-20,16,7,16,0,0,1,2,0,0
2020-05-21,18,7,18,0,0,1,2,0,0
2020-05-22,21,8,21,0,0,1,2,0,0
2020-05-23,23,9,23,0,0,1,3,0,0
2020-05-24,26,10,26,0,0,1,3,0,0
2020-05-25,29,12,29,0,0,1,3,0,0
2020-05-26,32,13,32,0,0,2,4,0,0
2020-05-27,36,14,36,0,0,2,4,0,0
2020-05-28,40,16,40,0,0,2,5,0,0
2020-05-29,45,18,45,0,0,2,5,0,0
2020-05-30,50,20,50,0,0,2,6,0,0
2020-05-31,56,22,56,0,0,3,7,0,0
2020-06-01,63,25,63,0,0,3,7,0,0
2020-06-02,70,28,70,0,0,3,8,0,0
2020-06-03,78,31,78,0,0,4,9,0,0
2020-06-04,88,35,88,0,0,4,10,0,0
2020-06-05,98,39,98,0,0,4,11,0,0
2020-06-06,109,43,109,0,0,5,13,0,0
2020-06-07,122,48,122,0,0,5,14,0,0
2020-06-08,136,54,136,0,0,6,16,0,0
2020-06-09,152,60,152,0,0,7,18,0,0
2020-06-10,170,66,170,0,0,7,20,0,0
2020-06-11,189,74,189,0,0,8,22,0,0
2020-06-12,211,82,211,0,0,9,24,0,0
2020-06-13,235,91,235,0,0,10,27,0,0
