Country,Date,Latitude,Longitude,Estimated Population,Gdp Per Capita,Total Tests,Test Kind,Confirmed,Recovered,Deaths,Infected,Closed,Active,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ_closed,μ_infected,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi,Tests Per Confirmed,Tests Per 1Mi
Holy See,2020-01-22,41.903,12.453,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Holy See,2020-01-23,41.903,12.453,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Holy See,2020-01-24,41.903,12.453,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Holy See,2020-01-25,41.903,12.453,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Holy See,2020-01-26,41.903,12.453,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Holy See,2020-01-27,41.903,12.453,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Holy See,2020-01-28,41.903,12.453,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Holy See,2020-01-29,41.903,12.453,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Holy See,2020-01-30,41.903,12.453,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Holy See,2020-01-31,41.903,12.453,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Holy See,2020-02-01,41.903,12.453,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Holy See,2020-02-02,41.903,12.453,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Holy See,2020-02-03,41.903,12.453,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Holy See,2020-02-04,41.903,12.453,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Holy See,2020-02-05,41.903,12.453,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Holy See,2020-02-06,41.903,12.453,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Holy See,2020-02-07,41.903,12.453,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Holy See,2020-02-08,41.903,12.453,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Holy See,2020-02-09,41.903,12.453,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Holy See,2020-02-10,41.903,12.453,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Holy See,2020-02-11,41.903,12.453,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Holy See,2020-02-12,41.903,12.453,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Holy See,2020-02-13,41.903,12.453,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Holy See,2020-02-14,41.903,12.453,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Holy See,2020-02-15,41.903,12.453,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Holy See,2020-02-16,41.903,12.453,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Holy See,2020-02-17,41.903,12.453,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Holy See,2020-02-18,41.903,12.453,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Holy See,2020-02-19,41.903,12.453,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Holy See,2020-02-20,41.903,12.453,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Holy See,2020-02-21,41.903,12.453,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Holy See,2020-02-22,41.903,12.453,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Holy See,2020-02-23,41.903,12.453,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Holy See,2020-02-24,41.903,12.453,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Holy See,2020-02-25,41.903,12.453,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Holy See,2020-02-26,41.903,12.453,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Holy See,2020-02-27,41.903,12.453,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Holy See,2020-02-28,41.903,12.453,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Holy See,2020-02-29,41.903,12.453,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Holy See,2020-03-01,41.903,12.453,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Holy See,2020-03-02,41.903,12.453,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Holy See,2020-03-03,41.903,12.453,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Holy See,2020-03-04,41.903,12.453,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Holy See,2020-03-05,41.903,12.453,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
