Country,State,Latitude,Longitude,Date,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est
France,French Guiana,3.93,-53.1258,2020-03-19,11,0,0,0,11,,,,,,,,,,,,,,,0.0,
France,French Polynesia,-17.6797,149.41,2020-03-19,6,0,0,0,6,,,,,,,,,,,,,,,0.0,
France,Guadeloupe,16.25,-61.5833,2020-03-19,33,0,0,0,33,,,,,,,,,,,,,,,0.0,
France,Martinique,14.64,-61.0242,2020-03-19,23,0,1,1,22,,,,,,,,,,,,,,1.0,0.0435,
France,Mayotte,-12.8275,45.17,2020-03-19,3,0,0,0,3,,,,,,,,,,,,,,,0.0,
France,New Caledonia,-20.9043,165.62,2020-03-19,2,0,0,0,2,,,,,,,,,,,,,,,0.0,
France,Reunion,-21.1351,55.25,2020-03-19,14,0,0,0,14,,,,,,,,,,,,,,,0.0,
France,Saint Barthelemy,17.9,-62.8333,2020-03-19,3,0,0,0,3,,,,,,,,,,,,,,,0.0,
France,Saint Pierre And Miquelon,46.89,-56.3159,2020-03-19,0,0,0,0,0,,,,,,,,,,,,,,,,
France,St Martin,18.07,-63.0501,2020-03-19,4,0,0,0,4,,,,,,,,,,,,,,,0.0,
France,,46.23,2.21,2020-03-19,10871,12,243,255,10616,,,,,,,,,,,,,,0.953,0.0224,
