Country,State,Latitude,Longitude,Date,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est
China,Anhui,31.83,117.23,2020-04-21,991,984,6,990,1,,,,,,,,,,,,,,0.0061,0.0061,0.034
China,Beijing,40.18,116.41,2020-04-21,593,516,8,524,69,,,,,,,,,,,,,,0.0153,0.0135,0.034
China,Chongqing,30.06,107.87,2020-04-21,579,570,6,576,3,,,,,,,,,,,,,,0.0104,0.0104,0.034
China,Fujian,26.08,117.99,2020-04-21,355,341,1,342,13,,,,,,,,,,,,,,0.0029,0.0028,0.034
China,Gansu,37.81,101.06,2020-04-21,139,137,2,139,0,,,,,,,,,,,,,,0.0144,0.0144,0.034
China,Guangdong,23.34,113.42,2020-04-21,1582,1501,8,1509,73,,,,,,,,,,,,,,0.0053,0.0051,0.034
China,Guangxi,23.83,108.79,2020-04-21,254,252,2,254,0,,,,,,,,,,,,,,0.0079,0.0079,0.034
China,Guizhou,26.82,106.87,2020-04-21,147,145,2,147,0,,,,,,,,,,,,,,0.0136,0.0136,0.034
China,Hainan,19.2,109.75,2020-04-21,168,162,6,168,0,,,,,,,,,,,,,,0.0357,0.0357,0.034
China,Hebei,39.55,116.13,2020-04-21,328,317,6,323,5,,,,,,,,,,,,,,0.0186,0.0183,0.034
China,Hong Kong,22.3,114.2,2020-04-21,1029,650,4,654,375,,,,,,,,,,,,,,0.0061,0.0039,0.034
China,Hubei,30.98,112.27,2020-04-21,68128,63514,4512,68026,102,,,,,,,,,,,,,,0.0663,0.0662,0.034
China,Hunan,27.61,111.71,2020-04-21,1019,1015,4,1019,0,,,,,,,,,,,,,,0.0039,0.0039,0.034
China,Inner Mongolia,44.09,113.94,2020-04-21,194,108,1,109,85,,,,,,,,,,,,,,0.0092,0.0052,0.034
China,Jiangsu,32.97,119.46,2020-04-21,653,644,0,644,9,,,,,,,,,,,,,,0.0,0.0,0.034
China,Jiangxi,27.61,115.72,2020-04-21,937,936,1,937,0,,,,,,,,,,,,,,0.0011,0.0011,0.034
China,Jilin,43.67,126.19,2020-04-21,106,97,1,98,8,,,,,,,,,,,,,,0.0102,0.0094,0.034
China,Liaoning,41.3,122.61,2020-04-21,146,143,2,145,1,,,,,,,,,,,,,,0.0138,0.0137,0.034
China,Macau,22.17,113.55,2020-04-21,45,24,0,24,21,,,,,,,,,,,,,,0.0,0.0,0.034
China,Ningxia,37.27,106.17,2020-04-21,75,75,0,75,0,,,,,,,,,,,,,,0.0,0.0,0.034
China,Qinghai,35.75,96.0,2020-04-21,18,18,0,18,0,,,,,,,,,,,,,,0.0,0.0,0.034
China,Shaanxi,35.19,108.87,2020-04-21,277,253,3,256,21,,,,,,,,,,,,,,0.0117,0.0108,0.034
China,Shandong,36.34,118.15,2020-04-21,787,765,7,772,15,,,,,,,,,,,,,,0.0091,0.0089,0.034
China,Shanxi,37.58,112.29,2020-04-21,197,140,0,140,57,,,,,,,,,,,,,,0.0,0.0,0.034
China,Sichuan,30.62,102.71,2020-04-21,561,554,3,557,4,,,,,,,,,,,,,,0.0054,0.0053,0.034
China,Tianjin,39.31,117.32,2020-04-21,189,176,3,179,10,,,,,,,,,,,,,,0.0168,0.0159,0.034
China,Tibet,31.69,88.09,2020-04-21,1,1,0,1,0,,,,,,,,,,,,,,0.0,0.0,0.034
China,Xinjiang,41.11,85.24,2020-04-21,76,73,3,76,0,,,,,,,,,,,,,,0.0395,0.0395,0.034
China,Zhejiang,29.18,120.09,2020-04-21,1268,1251,1,1252,16,,,,,,,,,,,,,,0.0008,0.0008,0.034
