Country,State,Latitude,Longitude,Date,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est
United Kingdom,Anguilla,18.22,-63.0686,2020-04-28,3,3,0,3,0,,,,,,,,,,,,,,0.0,0.0,0.034
United Kingdom,Bermuda,32.31,-64.7505,2020-04-28,110,44,6,50,60,,,,,,,,,,,,,,0.12,0.0545,0.034
United Kingdom,British Virgin Islands,18.42,-64.64,2020-04-28,6,3,1,4,2,,,,,,,,,,,,,,0.25,0.167,0.034
United Kingdom,Cayman Islands,19.31,-81.2546,2020-04-28,70,10,1,11,59,,,,,,,,,,,,,,0.0909,0.0143,0.034
United Kingdom,Channel Islands,49.37,-2.3644,2020-04-28,530,352,36,388,142,,,,,,,,,,,,,,0.0928,0.0679,0.034
United Kingdom,Falkland Islands (Malvinas),-51.7963,-59.5236,2020-04-28,13,11,0,11,2,,,,,,,,,,,,,,0.0,0.0,0.034
United Kingdom,Gibraltar,36.14,-5.3536,2020-04-28,141,131,0,131,10,,,,,,,,,,,,,,0.0,0.0,0.034
United Kingdom,Isle Of Man,54.24,-4.5481,2020-04-28,309,252,21,273,36,,,,,,,,,,,,,,0.0769,0.068,0.034
United Kingdom,Montserrat,16.74,-62.1874,2020-04-28,11,2,1,3,8,,,,,,,,,,,,,,0.333,0.0909,0.034
United Kingdom,Turks And Caicos Islands,21.69,-71.7979,2020-04-28,12,5,1,6,6,,,,,,,,,,,,,,0.167,0.0833,0.034
United Kingdom,,55.38,-3.436,2020-04-28,161145,0,25302,25302,135843,,,,,,,,,,,,,,1.0,0.157,0.034
