Country,State,Latitude,Longitude,Date,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff3 Recovered,Diff3 Deaths,Diff3 Closed,Diff3 Active,μ_closed,μ_confirmed,μ_closed_est
China,Anhui,31.83,117.23,2020-04-29,991,985,6,991,0,,,,,,,,,,,,,,,,0.0061,0.0061,0.034
China,Beijing,40.18,116.41,2020-04-29,593,542,9,551,42,,,,,,,,,,,,,,,,0.0163,0.0152,0.034
China,Chongqing,30.06,107.87,2020-04-29,579,573,6,579,0,,,,,,,,,,,,,,,,0.0104,0.0104,0.034
China,Fujian,26.08,117.99,2020-04-29,355,353,1,354,1,,,,,,,,,,,,,,,,0.0028,0.0028,0.034
China,Gansu,37.81,101.06,2020-04-29,139,137,2,139,0,,,,,,,,,,,,,,,,0.0144,0.0144,0.034
China,Guangdong,23.34,113.42,2020-04-29,1588,1557,8,1565,23,,,,,,,,,,,,,,,,0.0051,0.005,0.034
China,Guangxi,23.83,108.79,2020-04-29,254,252,2,254,0,,,,,,,,,,,,,,,,0.0079,0.0079,0.034
China,Guizhou,26.82,106.87,2020-04-29,147,145,2,147,0,,,,,,,,,,,,,,,,0.0136,0.0136,0.034
China,Hainan,19.2,109.75,2020-04-29,168,162,6,168,0,,,,,,,,,,,,,,,,0.0357,0.0357,0.034
China,Hebei,39.55,116.13,2020-04-29,328,318,6,324,4,,,,,,,,,,,,,,,,0.0185,0.0183,0.034
China,Hong Kong,22.3,114.2,2020-04-29,1037,830,4,834,203,,,,,,,,,,,,,,,,0.0048,0.0039,0.034
China,Hubei,30.98,112.27,2020-04-29,68128,63616,4512,68128,0,,,,,,,,,,,,,,,,0.0662,0.0662,0.034
China,Hunan,27.61,111.71,2020-04-29,1019,1015,4,1019,0,,,,,,,,,,,,,,,,0.0039,0.0039,0.034
China,Inner Mongolia,44.09,113.94,2020-04-29,200,150,1,151,49,,,,,,,,,,,,,,,,0.0066,0.005,0.034
China,Jiangsu,32.97,119.46,2020-04-29,653,648,0,648,5,,,,,,,,,,,,,,,,0.0,0.0,0.034
China,Jiangxi,27.61,115.72,2020-04-29,937,936,1,937,0,,,,,,,,,,,,,,,,0.0011,0.0011,0.034
China,Jilin,43.67,126.19,2020-04-29,111,99,1,100,11,,,,,,,,,,,,,,,,0.01,0.009,0.034
China,Liaoning,41.3,122.61,2020-04-29,146,143,2,145,1,,,,,,,,,,,,,,,,0.0138,0.0137,0.034
China,Macau,22.17,113.55,2020-04-29,45,34,0,34,11,,,,,,,,,,,,,,,,0.0,0.0,0.034
China,Ningxia,37.27,106.17,2020-04-29,75,75,0,75,0,,,,,,,,,,,,,,,,0.0,0.0,0.034
China,Qinghai,35.75,96.0,2020-04-29,18,18,0,18,0,,,,,,,,,,,,,,,,0.0,0.0,0.034
China,Shaanxi,35.19,108.87,2020-04-29,306,253,3,256,50,,,,,,,,,,,,,,,,0.0117,0.0098,0.034
China,Shandong,36.34,118.15,2020-04-29,787,772,7,779,8,,,,,,,,,,,,,,,,0.009,0.0089,0.034
China,Shanxi,37.58,112.29,2020-04-29,197,164,0,164,33,,,,,,,,,,,,,,,,0.0,0.0,0.034
China,Sichuan,30.62,102.71,2020-04-29,561,558,3,561,0,,,,,,,,,,,,,,,,0.0053,0.0053,0.034
China,Tianjin,39.31,117.32,2020-04-29,190,183,3,186,4,,,,,,,,,,,,,,,,0.0161,0.0158,0.034
China,Tibet,31.69,88.09,2020-04-29,1,1,0,1,0,,,,,,,,,,,,,,,,0.0,0.0,0.034
China,Xinjiang,41.11,85.24,2020-04-29,76,73,3,76,0,,,,,,,,,,,,,,,,0.0395,0.0395,0.034
China,Zhejiang,29.18,120.09,2020-04-29,1268,1263,1,1264,4,,,,,,,,,,,,,,,,0.0008,0.0008,0.034
