Country,State,Latitude,Longitude,Date,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est
France,French Guiana,3.93,-53.1258,2020-04-13,86,51,0,51,35,,,,,,,,,,,,,,0.0,0.0,0.351
France,French Polynesia,-17.6797,149.41,2020-04-13,55,0,0,0,55,,,,,,,,,,,,,,NaN,0.0,0.351
France,Guadeloupe,16.25,-61.5833,2020-04-13,143,67,8,75,68,,,,,,,,,,,,,,0.107,0.0559,0.351
France,Martinique,14.64,-61.0242,2020-04-13,157,50,6,56,101,,,,,,,,,,,,,,0.107,0.0382,0.351
France,Mayotte,-12.8275,45.17,2020-04-13,207,59,3,62,145,,,,,,,,,,,,,,0.0484,0.0145,0.351
France,New Caledonia,-20.9043,165.62,2020-04-13,18,1,0,1,17,,,,,,,,,,,,,,0.0,0.0,0.351
France,Reunion,-21.1351,55.25,2020-04-13,391,40,0,40,351,,,,,,,,,,,,,,0.0,0.0,0.351
France,Saint Barthelemy,17.9,-62.8333,2020-04-13,6,4,0,4,2,,,,,,,,,,,,,,0.0,0.0,0.351
France,Saint Pierre And Miquelon,46.89,-56.3159,2020-04-13,1,0,0,0,1,,,,,,,,,,,,,,NaN,0.0,0.351
France,St Martin,18.07,-63.0501,2020-04-13,32,11,2,13,19,,,,,,,,,,,,,,0.154,0.0625,0.351
France,,46.23,2.21,2020-04-13,124298,27718,14967,42685,81613,,,,,,,,,,,,,,0.351,0.12,0.351
