Country,State,Latitude,Longitude,Date,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est
France,French Guiana,3.93,-53.1258,2020-05-07,138,112,1,113,25,,,,,,,,,,,,,,0.0088,0.0072,0.118
France,French Polynesia,-17.6797,149.41,2020-05-07,60,56,0,56,4,,,,,,,,,,,,,,0.0,0.0,0.118
France,Guadeloupe,16.25,-61.5833,2020-05-07,153,104,13,117,36,,,,,,,,,,,,,,0.111,0.085,0.118
France,Martinique,14.64,-61.0242,2020-05-07,183,83,14,97,86,,,,,,,,,,,,,,0.144,0.0765,0.118
France,Mayotte,-12.8275,45.17,2020-05-07,854,352,10,362,492,,,,,,,,,,,,,,0.0276,0.0117,0.118
France,New Caledonia,-20.9043,165.62,2020-05-07,18,18,0,18,0,,,,,,,,,,,,,,0.0,0.0,0.118
France,Reunion,-21.1351,55.25,2020-05-07,427,354,0,354,73,,,,,,,,,,,,,,0.0,0.0,0.118
France,Saint Barthelemy,17.9,-62.8333,2020-05-07,6,6,0,6,0,,,,,,,,,,,,,,0.0,0.0,0.118
France,Saint Pierre And Miquelon,46.89,-56.3159,2020-05-07,1,0,0,0,1,,,,,,,,,,,,,,,0.0,0.118
France,St Martin,18.07,-63.0501,2020-05-07,38,30,3,33,5,,,,,,,,,,,,,,0.0909,0.0789,0.118
France,,46.23,2.21,2020-05-07,173040,54076,25949,80025,93015,,,,,,,,,,,,,,0.324,0.15,0.118
